Date,BY11,LY21
1961-01-01,518.9188816,,,
1961-01-11,,,,
1961-01-21,,,,
1961-02-01,,,,
1961-02-11,,,,
1961-02-21,,,,
1961-03-01,,,,
1961-03-11,,,,
1961-03-21,,,,
1961-04-01,,,,
1961-04-11,,,,
1961-04-21,,,,
1961-05-01,,,,
1961-05-11,,,,
1961-05-21,,,,
1961-06-01,,,,
1961-06-11,,,,
1961-06-21,,,,
1961-07-01,,,,
1961-07-11,,,,
1961-07-21,,,,
1961-08-01,,,,
1961-08-11,,,,
1961-08-21,,,,
1961-09-01,,,,
1961-09-11,,,,
1961-09-21,,,,
1961-10-01,,,,
1961-10-11,,,,
1961-10-21,,,,
1961-11-01,,,,
1961-11-11,,,,
1961-11-21,,,,
1961-12-01,,,,
1961-12-11,,,,
1961-12-21,,,,
1962-01-01,531.3156832,,,
1962-01-11,,,,
1962-01-21,,,,
1962-02-01,,,,
1962-02-11,,,,
1962-02-21,,,,
1962-03-01,,,,
1962-03-11,,,,
1962-03-21,,,,
1962-04-01,,,,
1962-04-11,,,,
1962-04-21,,,,
1962-05-01,,,,
1962-05-11,,,,
1962-05-21,,,,
1962-06-01,,,,
1962-06-11,,,,
1962-06-21,,,,
1962-07-01,,,,
1962-07-11,,,,
1962-07-21,,,,
1962-08-01,,,,
1962-08-11,,,,
1962-08-21,,,,
1962-09-01,,,,
1962-09-11,,,,
1962-09-21,,,,
1962-10-01,,,,
1962-10-11,,,,
1962-10-21,,,,
1962-11-01,,,,
1962-11-11,,,,
1962-11-21,,,,
1962-12-01,,,,
1962-12-11,,,,
1962-12-21,,,,
1963-01-01,514.894888,,,
1963-01-11,,,,
1963-01-21,,,,
1963-02-01,,,,
1963-02-11,,,,
1963-02-21,,,,
1963-03-01,,,,
1963-03-11,,,,
1963-03-21,,,,
1963-04-01,,,,
1963-04-11,,,,
1963-04-21,,,,
1963-05-01,,,,
1963-05-11,,,,
1963-05-21,,,,
1963-06-01,,,,
1963-06-11,,,,
1963-06-21,,,,
1963-07-01,,,,
1963-07-11,,,,
1963-07-21,,,,
1963-08-01,,,,
1963-08-11,,,,
1963-08-21,,,,
1963-09-01,,,,
1963-09-11,,,,
1963-09-21,,,,
1963-10-01,,,,
1963-10-11,,,,
1963-10-21,,,,
1963-11-01,,,,
1963-11-11,,,,
1963-11-21,,,,
1963-12-01,,,,
1963-12-11,,,,
1963-12-21,,,,
1964-01-01,504.913744,,,
1964-01-11,,,,
1964-01-21,,,,
1964-02-01,,,,
1964-02-11,,,,
1964-02-21,,,,
1964-03-01,,,,
1964-03-11,,,,
1964-03-21,,,,
1964-04-01,,,,
1964-04-11,,,,
1964-04-21,,,,
1964-05-01,,,,
1964-05-11,,,,
1964-05-21,,,,
1964-06-01,,,,
1964-06-11,,,,
1964-06-21,,,,
1964-07-01,,,,
1964-07-11,,,,
1964-07-21,,,,
1964-08-01,,,,
1964-08-11,,,,
1964-08-21,,,,
1964-09-01,,,,
1964-09-11,,,,
1964-09-21,,,,
1964-10-01,,,,
1964-10-11,,,,
1964-10-21,,,,
1964-11-01,,,,
1964-11-11,,,,
1964-11-21,,,,
1964-12-01,,,,
1964-12-11,,,,
1964-12-21,,,,
1965-01-01,448.306624,,,
1965-01-11,,,,
1965-01-21,,,,
1965-02-01,,,,
1965-02-11,,,,
1965-02-21,,,,
1965-03-01,,,,
1965-03-11,,,,
1965-03-21,,,,
1965-04-01,,,,
1965-04-11,,,,
1965-04-21,,,,
1965-05-01,,,,
1965-05-11,,,,
1965-05-21,,,,
1965-06-01,,,,
1965-06-11,,,,
1965-06-21,,,,
1965-07-01,,,,
1965-07-11,,,,
1965-07-21,,,,
1965-08-01,,,,
1965-08-11,,,,
1965-08-21,,,,
1965-09-01,,,,
1965-09-11,,,,
1965-09-21,,,,
1965-10-01,,,,
1965-10-11,,,,
1965-10-21,,,,
1965-11-01,,,,
1965-11-11,,,,
1965-11-21,,,,
1965-12-01,,,,
1965-12-11,,,,
1965-12-21,,,,
1966-01-01,515.8661968,,,
1966-01-11,,,,
1966-01-21,,,,
1966-02-01,,,,
1966-02-11,,,,
1966-02-21,,,,
1966-03-01,,,,
1966-03-11,,,,
1966-03-21,,,,
1966-04-01,,,,
1966-04-11,,,,
1966-04-21,,,,
1966-05-01,,,,
1966-05-11,,,,
1966-05-21,,,,
1966-06-01,,,,
1966-06-11,,,,
1966-06-21,,,,
1966-07-01,,,,
1966-07-11,,,,
1966-07-21,,,,
1966-08-01,,,,
1966-08-11,,,,
1966-08-21,,,,
1966-09-01,,,,
1966-09-11,,,,
1966-09-21,,,,
1966-10-01,,,,
1966-10-11,,,,
1966-10-21,,,,
1966-11-01,,,,
1966-11-11,,,,
1966-11-21,,,,
1966-12-01,,,,
1966-12-11,,,,
1966-12-21,,,,
1967-01-01,523.3654576,,,
1967-01-11,,,,
1967-01-21,,,,
1967-02-01,,,,
1967-02-11,,,,
1967-02-21,,,,
1967-03-01,,,,
1967-03-11,,,,
1967-03-21,,,,
1967-04-01,,,,
1967-04-11,,,,
1967-04-21,,,,
1967-05-01,,,,
1967-05-11,,,,
1967-05-21,,,,
1967-06-01,,,,
1967-06-11,,,,
1967-06-21,,,,
1967-07-01,,,,
1967-07-11,,,,
1967-07-21,,,,
1967-08-01,,,,
1967-08-11,,,,
1967-08-21,,,,
1967-09-01,,,,
1967-09-11,,,,
1967-09-21,,,,
1967-10-01,,,,
1967-10-11,,,,
1967-10-21,,,,
1967-11-01,,,,
1967-11-11,,,,
1967-11-21,,,,
1967-12-01,,,,
1967-12-11,,,,
1967-12-21,,,,
1968-01-01,522.274312,,,
1968-01-11,,,,
1968-01-21,,,,
1968-02-01,,,,
1968-02-11,,,,
1968-02-21,,,,
1968-03-01,,,,
1968-03-11,,,,
1968-03-21,,,,
1968-04-01,,,,
1968-04-11,,,,
1968-04-21,,,,
1968-05-01,,,,
1968-05-11,,,,
1968-05-21,,,,
1968-06-01,,,,
1968-06-11,,,,
1968-06-21,,,,
1968-07-01,,,,
1968-07-11,,,,
1968-07-21,,,,
1968-08-01,,,,
1968-08-11,,,,
1968-08-21,,,,
1968-09-01,,,,
1968-09-11,,,,
1968-09-21,,,,
1968-10-01,,,,
1968-10-11,,,,
1968-10-21,,,,
1968-11-01,,,,
1968-11-11,,,,
1968-11-21,,,,
1968-12-01,,,,
1968-12-11,,,,
1968-12-21,,,,
1969-01-01,579.9031984,,,
1969-01-11,,,,
1969-01-21,,,,
1969-02-01,,,,
1969-02-11,,,,
1969-02-21,,,,
1969-03-01,,,,
1969-03-11,,,,
1969-03-21,,,,
1969-04-01,,,,
1969-04-11,,,,
1969-04-21,,,,
1969-05-01,,,,
1969-05-11,,,,
1969-05-21,,,,
1969-06-01,,,,
1969-06-11,,,,
1969-06-21,,,,
1969-07-01,,,,
1969-07-11,,,,
1969-07-21,,,,
1969-08-01,,,,
1969-08-11,,,,
1969-08-21,,,,
1969-09-01,,,,
1969-09-11,,,,
1969-09-21,,,,
1969-10-01,,,,
1969-10-11,,,,
1969-10-21,,,,
1969-11-01,,,,
1969-11-11,,,,
1969-11-21,,,,
1969-12-01,,,,
1969-12-11,,,,
1969-12-21,,,,
1970-01-01,496.3422592,,,
1970-01-11,,,,
1970-01-21,,,,
1970-02-01,,,,
1970-02-11,,,,
1970-02-21,,,,
1970-03-01,,,,
1970-03-11,,,,
1970-03-21,,,,
1970-04-01,,,,
1970-04-11,,,,
1970-04-21,,,,
1970-05-01,,,,
1970-05-11,,,,
1970-05-21,,,,
1970-06-01,,,,
1970-06-11,,,,
1970-06-21,,,,
1970-07-01,,,,
1970-07-11,,,,
1970-07-21,,,,
1970-08-01,,,,
1970-08-11,,,,
1970-08-21,,,,
1970-09-01,,,,
1970-09-11,,,,
1970-09-21,,,,
1970-10-01,,,,
1970-10-11,,,,
1970-10-21,,,,
1970-11-01,,,,
1970-11-11,,,,
1970-11-21,,,,
1970-12-01,,,,
1970-12-11,,,,
1970-12-21,,,,
1971-01-01,540.4516624,,,
1971-01-11,,,,
1971-01-21,,,,
1971-02-01,,,,
1971-02-11,,,,
1971-02-21,,,,
1971-03-01,,,,
1971-03-11,,,,
1971-03-21,,,,
1971-04-01,,,,
1971-04-11,,,,
1971-04-21,,,,
1971-05-01,,,,
1971-05-11,,,,
1971-05-21,,,,
1971-06-01,,,,
1971-06-11,,,,
1971-06-21,,,,
1971-07-01,,,,
1971-07-11,,,,
1971-07-21,,,,
1971-08-01,,,,
1971-08-11,,,,
1971-08-21,,,,
1971-09-01,,,,
1971-09-11,,,,
1971-09-21,,,,
1971-10-01,,,,
1971-10-11,,,,
1971-10-21,,,,
